feature,importance
categorical__sprint_id_S2808,0.0
categorical__sprint_id_S281,0.0
categorical__sprint_id_S2810,0.0
categorical__sprint_id_S2840,0.0
categorical__sprint_id_S2842,0.0
categorical__sprint_id_S29,0.0
categorical__sprint_id_S2843,0.0
categorical__sprint_id_S2873,0.0
categorical__sprint_id_S2875,0.0
categorical__sprint_id_S2876,0.0
categorical__sprint_id_S2877,0.0
categorical__sprint_id_S2878,0.0
categorical__sprint_id_S2879,0.0
categorical__sprint_id_S2880,0.0
categorical__sprint_id_S2881,0.0
categorical__sprint_id_S2882,0.0
categorical__sprint_id_S2886,0.0
categorical__sprint_id_S2887,0.0
categorical__sprint_id_S2888,0.0
categorical__sprint_id_S2889,0.0
categorical__sprint_id_S2891,0.0
categorical__sprint_id_S2893,0.0
categorical__sprint_id_S2894,0.0
categorical__sprint_id_S2895,0.0
categorical__sprint_id_S2897,0.0
categorical__sprint_id_S2898,0.0
categorical__sprint_id_S2872,0.0
categorical__sprint_id_S2870,0.0
categorical__sprint_id_S287,0.0
categorical__sprint_id_S2852,0.0
categorical__sprint_id_S2844,0.0
categorical__sprint_id_S2845,0.0
categorical__sprint_id_S2846,0.0
categorical__sprint_id_S2847,0.0
categorical__sprint_id_S2848,0.0
categorical__sprint_id_S285,0.0
categorical__sprint_id_S2850,0.0
categorical__sprint_id_S2851,0.0
categorical__sprint_id_S2854,0.0
categorical__sprint_id_S2868,0.0
categorical__sprint_id_S2855,0.0
categorical__sprint_id_S2856,0.0
categorical__sprint_id_S2857,0.0
categorical__sprint_id_S2862,0.0
categorical__sprint_id_S2864,0.0
categorical__sprint_id_S2865,0.0
categorical__sprint_id_S2866,0.0
categorical__sprint_id_S2867,0.0
categorical__sprint_id_S3008,0.0
categorical__sprint_id_S301,0.0
categorical__sprint_id_S3010,0.0
categorical__sprint_id_S3165,0.0
categorical__sprint_id_S3146,0.0
categorical__sprint_id_S3147,0.0
categorical__sprint_id_S3148,0.0
categorical__sprint_id_S3149,0.0
categorical__sprint_id_S315,0.0
categorical__sprint_id_S3150,0.0
categorical__sprint_id_S3151,0.0
categorical__sprint_id_S3152,0.0
categorical__sprint_id_S3153,0.0
categorical__sprint_id_S3155,0.0
categorical__sprint_id_S3156,0.0
categorical__sprint_id_S3157,0.0
categorical__sprint_id_S3158,0.0
categorical__sprint_id_S3159,0.0
categorical__sprint_id_S316,0.0
categorical__sprint_id_S3160,0.0
categorical__sprint_id_S3161,0.0
categorical__sprint_id_S3162,0.0
categorical__sprint_id_S3163,0.0
categorical__sprint_id_S3145,0.0
categorical__sprint_id_S3144,0.0
categorical__sprint_id_S3143,0.0
categorical__sprint_id_S3133,0.0
categorical__sprint_id_S3123,0.0
categorical__sprint_id_S3124,0.0
categorical__sprint_id_S3125,0.0
categorical__sprint_id_S3128,0.0
categorical__sprint_id_S3129,0.0
categorical__sprint_id_S313,0.0
categorical__sprint_id_S3130,0.0
categorical__sprint_id_S3132,0.0
categorical__sprint_id_S3134,0.0
categorical__sprint_id_S3142,0.0
categorical__sprint_id_S3135,0.0
categorical__sprint_id_S3136,0.0
categorical__sprint_id_S3137,0.0
categorical__sprint_id_S3138,0.0
categorical__sprint_id_S3139,0.0
categorical__sprint_id_S314,0.0
categorical__sprint_id_S3140,0.0
categorical__sprint_id_S3141,0.0
categorical__sprint_id_S3164,0.0
categorical__sprint_id_S3166,0.0
categorical__sprint_id_S3120,0.0
categorical__sprint_id_S3167,0.0
categorical__sprint_id_S3194,0.0
categorical__sprint_id_S3195,0.0
categorical__sprint_id_S3196,0.0
categorical__sprint_id_S3197,0.0
categorical__sprint_id_S3198,0.0
categorical__sprint_id_S3199,0.0
categorical__sprint_id_S32,0.0
categorical__sprint_id_S320,0.0
categorical__sprint_id_S3200,0.0
categorical__sprint_id_S3201,0.0
categorical__sprint_id_S3202,0.0
categorical__sprint_id_S3203,0.0
categorical__sprint_id_S3204,0.0
categorical__sprint_id_S3205,0.0
categorical__sprint_id_S3206,0.0
categorical__sprint_id_S3207,0.0
categorical__sprint_id_S3208,0.0
categorical__sprint_id_S321,0.0
categorical__sprint_id_S3210,0.0
categorical__sprint_id_S3193,0.0
categorical__sprint_id_S3192,0.0
categorical__sprint_id_S3190,0.0
categorical__sprint_id_S3177,0.0
categorical__sprint_id_S3168,0.0
categorical__sprint_id_S3169,0.0
categorical__sprint_id_S317,0.0
categorical__sprint_id_S3171,0.0
categorical__sprint_id_S3172,0.0
categorical__sprint_id_S3173,0.0
categorical__sprint_id_S3174,0.0
categorical__sprint_id_S3176,0.0
categorical__sprint_id_S3178,0.0
categorical__sprint_id_S319,0.0
categorical__sprint_id_S3179,0.0
categorical__sprint_id_S318,0.0
categorical__sprint_id_S3180,0.0
categorical__sprint_id_S3181,0.0
categorical__sprint_id_S3182,0.0
categorical__sprint_id_S3183,0.0
categorical__sprint_id_S3184,0.0
categorical__sprint_id_S3187,0.0
categorical__sprint_id_S3122,0.0
categorical__sprint_id_S312,0.0
categorical__sprint_id_S3011,0.0
categorical__sprint_id_S3059,0.0
categorical__sprint_id_S3039,0.0
categorical__sprint_id_S304,0.0
categorical__sprint_id_S3040,0.0
categorical__sprint_id_S3041,0.0
categorical__sprint_id_S3042,0.0
categorical__sprint_id_S3043,0.0
categorical__sprint_id_S3044,0.0
categorical__sprint_id_S3045,0.0
categorical__sprint_id_S3046,0.0
categorical__sprint_id_S3047,0.0
categorical__sprint_id_S3048,0.0
categorical__sprint_id_S3049,0.0
categorical__sprint_id_S305,0.0
categorical__sprint_id_S3050,0.0
categorical__sprint_id_S3051,0.0
categorical__sprint_id_S3052,0.0
categorical__sprint_id_S3053,0.0
categorical__sprint_id_S3055,0.0
categorical__sprint_id_S3056,0.0
categorical__sprint_id_S3038,0.0
categorical__sprint_id_S3037,0.0
categorical__sprint_id_S3036,0.0
categorical__sprint_id_S3024,0.0
categorical__sprint_id_S3012,0.0
categorical__sprint_id_S3013,0.0
categorical__sprint_id_S3015,0.0
categorical__sprint_id_S3016,0.0
categorical__sprint_id_S3017,0.0
categorical__sprint_id_S3018,0.0
categorical__sprint_id_S3019,0.0
categorical__sprint_id_S3022,0.0
categorical__sprint_id_S3025,0.0
categorical__sprint_id_S3035,0.0
categorical__sprint_id_S3027,0.0
categorical__sprint_id_S3028,0.0
categorical__sprint_id_S3029,0.0
categorical__sprint_id_S303,0.0
categorical__sprint_id_S3030,0.0
categorical__sprint_id_S3031,0.0
categorical__sprint_id_S3033,0.0
categorical__sprint_id_S3034,0.0
categorical__sprint_id_S3058,0.0
categorical__sprint_id_S306,0.0
categorical__sprint_id_S3119,0.0
categorical__sprint_id_S3060,0.0
categorical__sprint_id_S3091,0.0
categorical__sprint_id_S3093,0.0
categorical__sprint_id_S3096,0.0
categorical__sprint_id_S3098,0.0
categorical__sprint_id_S310,0.0
categorical__sprint_id_S3100,0.0
categorical__sprint_id_S3101,0.0
categorical__sprint_id_S3102,0.0
categorical__sprint_id_S3104,0.0
categorical__sprint_id_S3105,0.0
categorical__sprint_id_S3106,0.0
categorical__sprint_id_S3107,0.0
categorical__sprint_id_S3109,0.0
categorical__sprint_id_S3110,0.0
categorical__sprint_id_S3112,0.0
categorical__sprint_id_S3113,0.0
categorical__sprint_id_S3115,0.0
categorical__sprint_id_S3116,0.0
categorical__sprint_id_S3117,0.0
categorical__sprint_id_S3090,0.0
categorical__sprint_id_S3088,0.0
categorical__sprint_id_S3087,0.0
categorical__sprint_id_S3076,0.0
categorical__sprint_id_S3062,0.0
categorical__sprint_id_S3063,0.0
categorical__sprint_id_S3064,0.0
categorical__sprint_id_S3067,0.0
categorical__sprint_id_S307,0.0
categorical__sprint_id_S3070,0.0
categorical__sprint_id_S3073,0.0
categorical__sprint_id_S3074,0.0
categorical__sprint_id_S3077,0.0
categorical__sprint_id_S3086,0.0
categorical__sprint_id_S3078,0.0
categorical__sprint_id_S3079,0.0
categorical__sprint_id_S308,0.0
categorical__sprint_id_S3080,0.0
categorical__sprint_id_S3081,0.0
categorical__sprint_id_S3082,0.0
categorical__sprint_id_S3084,0.0
categorical__sprint_id_S3085,0.0
categorical__sprint_id_S2793,0.0
categorical__sprint_id_S2791,0.0
categorical__sprint_id_S2790,0.0
categorical__sprint_id_S2531,0.0
categorical__sprint_id_S2486,0.0
categorical__sprint_id_S2487,0.0
categorical__sprint_id_S2489,0.0
categorical__sprint_id_S249,0.0
categorical__sprint_id_S2493,0.0
categorical__sprint_id_S2494,0.0
categorical__sprint_id_S25,0.0
categorical__sprint_id_S250,0.0
categorical__sprint_id_S2505,0.0
categorical__sprint_id_S2506,0.0
categorical__sprint_id_S251,0.0
categorical__sprint_id_S2510,0.0
categorical__sprint_id_S2512,0.0
categorical__sprint_id_S2513,0.0
categorical__sprint_id_S252,0.0
categorical__sprint_id_S2524,0.0
categorical__sprint_id_S2528,0.0
categorical__sprint_id_S2529,0.0
categorical__sprint_id_S253,0.0
categorical__sprint_id_S2485,0.0
categorical__sprint_id_S2484,0.0
categorical__sprint_id_S2483,0.0
categorical__sprint_id_S2451,0.0
categorical__sprint_id_S2433,0.0
categorical__sprint_id_S2434,0.0
categorical__sprint_id_S2437,0.0
categorical__sprint_id_S244,0.0
categorical__sprint_id_S2446,0.0
categorical__sprint_id_S2448,0.0
categorical__sprint_id_S2449,0.0
categorical__sprint_id_S245,0.0
categorical__sprint_id_S2454,0.0
categorical__sprint_id_S248,0.0
categorical__sprint_id_S2458,0.0
categorical__sprint_id_S2460,0.0
categorical__sprint_id_S2467,0.0
categorical__sprint_id_S247,0.0
categorical__sprint_id_S2470,0.0
categorical__sprint_id_S2471,0.0
categorical__sprint_id_S2473,0.0
categorical__sprint_id_S2476,0.0
categorical__sprint_id_S2530,0.0
categorical__sprint_id_S2532,0.0
categorical__sprint_id_S2425,0.0
categorical__sprint_id_S2533,0.0
categorical__sprint_id_S2563,0.0
categorical__sprint_id_S2564,0.0
categorical__sprint_id_S2565,0.0
categorical__sprint_id_S2566,0.0
categorical__sprint_id_S2567,0.0
categorical__sprint_id_S2568,0.0
categorical__sprint_id_S257,0.0
categorical__sprint_id_S2570,0.0
categorical__sprint_id_S2571,0.0
categorical__sprint_id_S2572,0.0
categorical__sprint_id_S2573,0.0
categorical__sprint_id_S2574,0.0
categorical__sprint_id_S2575,0.0
categorical__sprint_id_S2576,0.0
categorical__sprint_id_S2577,0.0
categorical__sprint_id_S2578,0.0
categorical__sprint_id_S2579,0.0
categorical__sprint_id_S258,0.0
categorical__sprint_id_S2580,0.0
categorical__sprint_id_S2561,0.0
categorical__sprint_id_S2560,0.0
categorical__sprint_id_S256,0.0
categorical__sprint_id_S2546,0.0
categorical__sprint_id_S2534,0.0
categorical__sprint_id_S254,0.0
categorical__sprint_id_S2540,0.0
categorical__sprint_id_S2541,0.0
categorical__sprint_id_S2542,0.0
categorical__sprint_id_S2543,0.0
categorical__sprint_id_S2544,0.0
categorical__sprint_id_S2545,0.0
categorical__sprint_id_S2547,0.0
categorical__sprint_id_S2559,0.0
categorical__sprint_id_S2548,0.0
categorical__sprint_id_S2549,0.0
categorical__sprint_id_S2550,0.0
categorical__sprint_id_S2552,0.0
categorical__sprint_id_S2553,0.0
categorical__sprint_id_S2554,0.0
categorical__sprint_id_S2556,0.0
categorical__sprint_id_S2558,0.0
categorical__sprint_id_S2430,0.0
categorical__sprint_id_S2424,0.0
categorical__sprint_id_S2582,0.0
categorical__sprint_id_S2334,0.0
categorical__sprint_id_S2293,0.0
categorical__sprint_id_S2294,0.0
categorical__sprint_id_S2295,0.0
categorical__sprint_id_S2296,0.0
categorical__sprint_id_S2299,0.0
categorical__sprint_id_S230,0.0
categorical__sprint_id_S2300,0.0
categorical__sprint_id_S2301,0.0
categorical__sprint_id_S2305,0.0
categorical__sprint_id_S2306,0.0
categorical__sprint_id_S2308,0.0
categorical__sprint_id_S231,0.0
categorical__sprint_id_S2310,0.0
categorical__sprint_id_S2311,0.0
categorical__sprint_id_S2315,0.0
categorical__sprint_id_S2317,0.0
categorical__sprint_id_S2321,0.0
categorical__sprint_id_S2323,0.0
categorical__sprint_id_S233,0.0
categorical__sprint_id_S2292,0.0
categorical__sprint_id_S2291,0.0
categorical__sprint_id_S229,0.0
categorical__sprint_id_S2256,0.0
categorical__sprint_id_S224,0.0
categorical__sprint_id_S2240,0.0
categorical__sprint_id_S2241,0.0
categorical__sprint_id_S2243,0.0
categorical__sprint_id_S2249,0.0
categorical__sprint_id_S225,0.0
categorical__sprint_id_S2250,0.0
categorical__sprint_id_S2254,0.0
categorical__sprint_id_S2257,0.0
categorical__sprint_id_S2285,0.0
categorical__sprint_id_S2261,0.0
categorical__sprint_id_S2264,0.0
categorical__sprint_id_S2265,0.0
categorical__sprint_id_S227,0.0
categorical__sprint_id_S2274,0.0
categorical__sprint_id_S2276,0.0
categorical__sprint_id_S228,0.0
categorical__sprint_id_S2281,0.0
categorical__sprint_id_S2333,0.0
categorical__sprint_id_S2340,0.0
categorical__sprint_id_S242,0.0
categorical__sprint_id_S2344,0.0
categorical__sprint_id_S2394,0.0
categorical__sprint_id_S2395,0.0
categorical__sprint_id_S2399,0.0
categorical__sprint_id_S24,0.0
categorical__sprint_id_S240,0.0
categorical__sprint_id_S2402,0.0
categorical__sprint_id_S2403,0.0
categorical__sprint_id_S2404,0.0
categorical__sprint_id_S2406,0.0
categorical__sprint_id_S2408,0.0
categorical__sprint_id_S241,0.0
categorical__sprint_id_S2410,0.0
categorical__sprint_id_S2411,0.0
categorical__sprint_id_S2412,0.0
categorical__sprint_id_S2413,0.0
categorical__sprint_id_S2414,0.0
categorical__sprint_id_S2416,0.0
categorical__sprint_id_S2417,0.0
categorical__sprint_id_S2419,0.0
categorical__sprint_id_S2393,0.0
categorical__sprint_id_S2391,0.0
categorical__sprint_id_S239,0.0
categorical__sprint_id_S2371,0.0
categorical__sprint_id_S2347,0.0
categorical__sprint_id_S2348,0.0
categorical__sprint_id_S235,0.0
categorical__sprint_id_S2350,0.0
categorical__sprint_id_S236,0.0
categorical__sprint_id_S2360,0.0
categorical__sprint_id_S2365,0.0
categorical__sprint_id_S237,0.0
categorical__sprint_id_S2372,0.0
categorical__sprint_id_S2389,0.0
categorical__sprint_id_S2373,0.0
categorical__sprint_id_S2377,0.0
categorical__sprint_id_S2379,0.0
categorical__sprint_id_S238,0.0
categorical__sprint_id_S2383,0.0
categorical__sprint_id_S2385,0.0
categorical__sprint_id_S2386,0.0
categorical__sprint_id_S2388,0.0
categorical__sprint_id_S2581,0.0
categorical__sprint_id_S2583,0.0
categorical__sprint_id_S279,0.0
categorical__sprint_id_S2731,0.0
categorical__sprint_id_S2708,0.0
categorical__sprint_id_S2709,0.0
categorical__sprint_id_S2710,0.0
categorical__sprint_id_S2711,0.0
categorical__sprint_id_S2712,0.0
categorical__sprint_id_S2713,0.0
categorical__sprint_id_S2714,0.0
categorical__sprint_id_S2716,0.0
categorical__sprint_id_S2717,0.0
categorical__sprint_id_S2718,0.0
categorical__sprint_id_S2719,0.0
categorical__sprint_id_S272,0.0
categorical__sprint_id_S2720,0.0
categorical__sprint_id_S2722,0.0
categorical__sprint_id_S2723,0.0
categorical__sprint_id_S2724,0.0
categorical__sprint_id_S2725,0.0
categorical__sprint_id_S2726,0.0
categorical__sprint_id_S2728,0.0
categorical__sprint_id_S2707,0.0
categorical__sprint_id_S2706,0.0
categorical__sprint_id_S2705,0.0
categorical__sprint_id_S2693,0.0
categorical__sprint_id_S2685,0.0
categorical__sprint_id_S2686,0.0
categorical__sprint_id_S2687,0.0
categorical__sprint_id_S2688,0.0
categorical__sprint_id_S2689,0.0
categorical__sprint_id_S269,0.0
categorical__sprint_id_S2690,0.0
categorical__sprint_id_S2692,0.0
categorical__sprint_id_S2694,0.0
categorical__sprint_id_S2703,0.0
categorical__sprint_id_S2695,0.0
categorical__sprint_id_S2696,0.0
categorical__sprint_id_S2697,0.0
categorical__sprint_id_S2698,0.0
categorical__sprint_id_S27,0.0
categorical__sprint_id_S270,0.0
categorical__sprint_id_S2700,0.0
categorical__sprint_id_S2702,0.0
categorical__sprint_id_S2730,0.0
categorical__sprint_id_S2732,0.0
categorical__sprint_id_S2683,0.0
categorical__sprint_id_S2733,0.0
categorical__sprint_id_S2766,0.0
categorical__sprint_id_S2767,0.0
categorical__sprint_id_S2768,0.0
categorical__sprint_id_S277,0.0
categorical__sprint_id_S2770,0.0
categorical__sprint_id_S2775,0.0
categorical__sprint_id_S2776,0.0
categorical__sprint_id_S2777,0.0
categorical__sprint_id_S2778,0.0
categorical__sprint_id_S2779,0.0
categorical__sprint_id_S278,0.0
categorical__sprint_id_S2781,0.0
categorical__sprint_id_S2782,0.0
categorical__sprint_id_S2783,0.0
categorical__sprint_id_S2784,0.0
categorical__sprint_id_S2785,0.0
categorical__sprint_id_S2787,0.0
categorical__sprint_id_S2788,0.0
categorical__sprint_id_S2789,0.0
categorical__sprint_id_S2765,0.0
categorical__sprint_id_S2764,0.0
categorical__sprint_id_S2763,0.0
categorical__sprint_id_S2743,0.0
categorical__sprint_id_S2734,0.0
categorical__sprint_id_S2735,0.0
categorical__sprint_id_S2738,0.0
categorical__sprint_id_S2739,0.0
categorical__sprint_id_S274,0.0
categorical__sprint_id_S2740,0.0
categorical__sprint_id_S2741,0.0
categorical__sprint_id_S2742,0.0
categorical__sprint_id_S2744,0.0
categorical__sprint_id_S2762,0.0
categorical__sprint_id_S2748,0.0
categorical__sprint_id_S2754,0.0
categorical__sprint_id_S2755,0.0
categorical__sprint_id_S2756,0.0
categorical__sprint_id_S2757,0.0
categorical__sprint_id_S2759,0.0
categorical__sprint_id_S276,0.0
categorical__sprint_id_S2760,0.0
categorical__sprint_id_S2684,0.0
categorical__sprint_id_S2682,0.0
categorical__sprint_id_S2584,0.0
categorical__sprint_id_S2631,0.0
categorical__sprint_id_S2611,0.0
categorical__sprint_id_S2612,0.0
categorical__sprint_id_S2613,0.0
categorical__sprint_id_S2614,0.0
categorical__sprint_id_S2615,0.0
categorical__sprint_id_S2616,0.0
categorical__sprint_id_S2618,0.0
categorical__sprint_id_S2619,0.0
categorical__sprint_id_S262,0.0
categorical__sprint_id_S2620,0.0
categorical__sprint_id_S2621,0.0
categorical__sprint_id_S2622,0.0
categorical__sprint_id_S2623,0.0
categorical__sprint_id_S2624,0.0
categorical__sprint_id_S2625,0.0
categorical__sprint_id_S2626,0.0
categorical__sprint_id_S2627,0.0
categorical__sprint_id_S2629,0.0
categorical__sprint_id_S263,0.0
categorical__sprint_id_S2610,0.0
categorical__sprint_id_S2609,0.0
categorical__sprint_id_S2608,0.0
categorical__sprint_id_S2594,0.0
categorical__sprint_id_S2585,0.0
categorical__sprint_id_S2586,0.0
categorical__sprint_id_S2587,0.0
categorical__sprint_id_S2588,0.0
categorical__sprint_id_S2589,0.0
categorical__sprint_id_S259,0.0
categorical__sprint_id_S2590,0.0
categorical__sprint_id_S2591,0.0
categorical__sprint_id_S2597,0.0
categorical__sprint_id_S2607,0.0
categorical__sprint_id_S2598,0.0
categorical__sprint_id_S2599,0.0
categorical__sprint_id_S26,0.0
categorical__sprint_id_S2600,0.0
categorical__sprint_id_S2602,0.0
categorical__sprint_id_S2604,0.0
categorical__sprint_id_S2605,0.0
categorical__sprint_id_S2606,0.0
categorical__sprint_id_S2630,0.0
categorical__sprint_id_S2632,0.0
categorical__sprint_id_S2681,0.0
categorical__sprint_id_S2633,0.0
categorical__sprint_id_S266,0.0
categorical__sprint_id_S2661,0.0
categorical__sprint_id_S2662,0.0
categorical__sprint_id_S2663,0.0
categorical__sprint_id_S2664,0.0
categorical__sprint_id_S2665,0.0
categorical__sprint_id_S2666,0.0
categorical__sprint_id_S2667,0.0
categorical__sprint_id_S2668,0.0
categorical__sprint_id_S2669,0.0
categorical__sprint_id_S2670,0.0
categorical__sprint_id_S2672,0.0
categorical__sprint_id_S2673,0.0
categorical__sprint_id_S2675,0.0
categorical__sprint_id_S2676,0.0
categorical__sprint_id_S2677,0.0
categorical__sprint_id_S2678,0.0
categorical__sprint_id_S2679,0.0
categorical__sprint_id_S2680,0.0
categorical__sprint_id_S2659,0.0
categorical__sprint_id_S2658,0.0
categorical__sprint_id_S2657,0.0
categorical__sprint_id_S2642,0.0
categorical__sprint_id_S2634,0.0
categorical__sprint_id_S2635,0.0
categorical__sprint_id_S2636,0.0
categorical__sprint_id_S2637,0.0
categorical__sprint_id_S2638,0.0
categorical__sprint_id_S2639,0.0
categorical__sprint_id_S264,0.0
categorical__sprint_id_S2640,0.0
categorical__sprint_id_S2643,0.0
categorical__sprint_id_S2656,0.0
categorical__sprint_id_S2644,0.0
categorical__sprint_id_S2647,0.0
categorical__sprint_id_S2648,0.0
categorical__sprint_id_S2649,0.0
categorical__sprint_id_S2650,0.0
categorical__sprint_id_S2651,0.0
categorical__sprint_id_S2652,0.0
categorical__sprint_id_S2654,0.0
categorical__sprint_id_S999,0.0
